TEMPERATURE PIECE;TEMPERATURE FOUR;CONSIGNE1;CONSIGNE2;DATE;HEURE;NUMERO DE CHARGE;STATUS
703;0;850;0;08092022;264179230000;10352;Encours
703;0;850;0;08092022;264180230000;10352;Encours
703;0;850;0;08092022;264181230000;10352;Encours
703;0;850;0;08092022;264182220000;10352;Encours
703;0;850;0;08092022;264183210000;10352;Encours
703;0;850;0;08092022;264184260000;10352;Encours
703;0;850;0;08092022;264185220000;10352;Encours
703;0;850;0;08092022;264286220000;10352;Encours
703;0;850;0;08092022;264287230000;10352;Encours
703;0;850;0;08092022;264288250000;10352;Encours
703;0;850;0;08092022;264289230000;10352;Encours
703;0;850;0;08092022;264290240000;10352;Encours
703;0;850;0;08092022;264291340000;10352;Encours
703;0;850;0;08092022;264292270000;10352;Encours
703;0;850;0;08092022;264293240000;10352;Encours
703;0;850;0;08092022;264294230000;10352;Encours
703;0;850;0;08092022;264295250000;10352;Encours
704;0;850;0;08092022;264396210000;10352;Encours
704;0;850;0;08092022;264397240000;10352;Encours
704;0;850;0;08092022;264398240000;10352;Encours
704;0;850;0;08092022;264399230000;10352;Encours
704;0;850;0;08092022;264400220000;10352;Encours
704;0;850;0;08092022;264401260000;10352;Encours
704;0;850;0;08092022;264402260000;10352;Encours
704;0;850;0;08092022;264403240000;10352;Encours
704;0;850;0;08092022;264404220000;10352;Encours
704;0;850;0;08092022;264405210000;10352;Encours
704;0;850;0;08092022;264506240000;10352;Encours
704;0;850;0;08092022;264507240000;10352;Encours
704;0;850;0;08092022;264508210000;10352;Encours
704;0;850;0;08092022;264509240000;10352;Encours
704;0;850;0;08092022;264510220000;10352;Encours
704;0;850;0;08092022;264511230000;10352;Encours
704;0;850;0;08092022;264512220000;10352;Encours
704;0;850;0;08092022;264513230000;10352;Encours
704;0;850;0;08092022;264514230000;10352;Encours
704;0;850;0;08092022;264515240000;10352;Encours
704;0;850;0;08092022;264616250000;10352;Encours
704;0;850;0;08092022;264617230000;10352;Encours
704;0;850;0;08092022;264618220000;10352;Encours
704;0;850;0;08092022;264619260000;10352;Encours
704;0;850;0;08092022;264620220000;10352;Encours
704;0;850;0;08092022;264621270000;10352;Encours
704;0;850;0;08092022;264622220000;10352;Encours
704;0;850;0;08092022;264623230000;10352;Encours
704;0;850;0;08092022;264624210000;10352;Encours
704;0;850;0;08092022;264625210000;10352;Encours
704;0;850;0;08092022;264726260000;10352;Encours
704;0;850;0;08092022;264727250000;10352;Encours
704;0;850;0;08092022;264728250000;10352;Encours
704;0;850;0;08092022;264729240000;10352;Encours
704;0;850;0;08092022;264730250000;10352;Encours
704;0;850;0;08092022;264731240000;10352;Encours
704;0;850;0;08092022;264732240000;10352;Encours
704;0;850;0;08092022;264733240000;10352;Encours
704;0;850;0;08092022;264734230000;10352;Encours
704;0;850;0;08092022;264735240000;10352;Encours
704;0;850;0;08092022;264836260000;10352;Encours
704;0;850;0;08092022;264837260000;10352;Encours
704;0;850;0;08092022;264838240000;10352;Encours
704;0;850;0;08092022;264839240000;10352;Encours
704;0;850;0;08092022;264840290000;10352;Encours
704;0;850;0;08092022;264841470000;10352;Encours
704;0;850;0;08092022;264842240000;10352;Encours
704;0;850;0;08092022;264843230000;10352;Encours
704;0;850;0;08092022;264844230000;10352;Encours
704;0;850;0;08092022;264845240000;10352;Encours
705;0;850;0;08092022;264946220000;10352;Encours
705;0;850;0;08092022;264947220000;10352;Encours
705;0;850;0;08092022;264948220000;10352;Encours
705;0;850;0;08092022;264949210000;10352;Encours
705;0;850;0;08092022;264950230000;10352;Encours
705;0;850;0;08092022;264951220000;10352;Encours
705;0;850;0;08092022;264952230000;10352;Encours
705;0;850;0;08092022;264953210000;10352;Encours
705;0;850;0;08092022;264954210000;10352;Encours
705;0;850;0;08092022;264955220000;10352;Encours
705;0;850;0;08092022;265056250000;10352;Encours
705;0;850;0;08092022;265057220000;10352;Encours
705;0;850;0;08092022;265058240000;10352;Encours
705;0;850;0;08092022;265059220000;10352;Encours
705;0;850;0;08092022;265060230000;10352;Encours
705;0;850;0;08092022;265061240000;10352;Encours
705;0;850;0;08092022;265062220000;10352;Encours
705;0;850;0;08092022;265063230000;10352;Encours
705;0;850;0;08092022;265064210000;10352;Encours
705;0;850;0;08092022;265065230000;10352;Encours
706;0;850;0;08092022;265166230000;10352;Encours
706;0;850;0;08092022;265167220000;10352;Encours
706;0;850;0;08092022;265168220000;10352;Encours
706;0;850;0;08092022;265169210000;10352;Encours
706;0;850;0;08092022;265170230000;10352;Encours
706;0;850;0;08092022;265171240000;10352;Encours
706;0;850;0;08092022;265172230000;10352;Encours
706;0;850;0;08092022;265173200000;10352;Encours
706;0;850;0;08092022;265174220000;10352;Encours
706;0;850;0;08092022;265175210000;10352;Encours
706;0;850;0;08092022;265276210000;10352;Encours
706;0;850;0;08092022;265277240000;10352;Encours
706;0;850;0;08092022;265278220000;10352;Encours
706;0;850;0;08092022;265279200000;10352;Encours
706;0;850;0;08092022;265280230000;10352;Encours
706;0;850;0;08092022;265281230000;10352;Encours
706;0;850;0;08092022;265282220000;10352;Encours
706;0;850;0;08092022;265283210000;10352;Encours
706;0;850;0;08092022;265284230000;10352;Encours
706;0;850;0;08092022;265285210000;10352;Encours
707;0;850;0;08092022;265387220000;10352;Encours
707;0;850;0;08092022;265388210000;10352;Encours
707;0;850;0;08092022;265389240000;10352;Encours
707;0;850;0;08092022;265390240000;10352;Encours
707;0;850;0;08092022;265391490000;10352;Encours
707;0;850;0;08092022;265392220000;10352;Encours
707;0;850;0;08092022;265393210000;10352;Encours
707;0;850;0;08092022;265394230000;10352;Encours
707;0;850;0;08092022;265395220000;10352;Encours
707;0;850;0;08092022;265396220000;10352;Encours
707;0;850;0;08092022;265497230000;10352;Encours
707;0;850;0;08092022;265498230000;10352;Encours
707;0;850;0;08092022;265499210000;10352;Encours
707;0;850;0;08092022;265500230000;10352;Encours
707;0;850;0;08092022;265501250000;10352;Encours
707;0;850;0;08092022;265502220000;10352;Encours
707;0;850;0;08092022;265503220000;10352;Encours
707;0;850;0;08092022;265504240000;10352;Encours
707;0;850;0;08092022;265505230000;10352;Encours
707;0;850;0;08092022;265506230000;10352;Encours
707;0;850;0;08092022;265607240000;10352;Encours
707;0;850;0;08092022;265608220000;10352;Encours
707;0;850;0;08092022;265609200000;10352;Encours
707;0;850;0;08092022;265610210000;10352;Encours
707;0;850;0;08092022;265611240000;10352;Encours
707;0;850;0;08092022;265612230000;10352;Encours
707;0;850;0;08092022;265613210000;10352;Encours
707;0;850;0;08092022;265614220000;10352;Encours
707;0;850;0;08092022;265615220000;10352;Encours
707;0;850;0;08092022;265616220000;10352;Encours
708;0;850;0;08092022;265717230000;10352;Encours
708;0;850;0;08092022;265718210000;10352;Encours
708;0;850;0;08092022;265719260000;10352;Encours
708;0;850;0;08092022;265720220000;10352;Encours
708;0;850;0;08092022;265721230000;10352;Encours
708;0;850;0;08092022;265722220000;10352;Encours
708;0;850;0;08092022;265723210000;10352;Encours
708;0;850;0;08092022;265724210000;10352;Encours
708;0;850;0;08092022;265725240000;10352;Encours
708;0;850;0;08092022;265726220000;10352;Encours
708;0;850;0;08092022;265827210000;10352;Encours
708;0;850;0;08092022;265828220000;10352;Encours
708;0;850;0;08092022;265829210000;10352;Encours
708;0;850;0;08092022;265830230000;10352;Encours
708;0;850;0;08092022;265831240000;10352;Encours
708;0;850;0;08092022;265832220000;10352;Encours
708;0;850;0;08092022;265833210000;10352;Encours
708;0;850;0;08092022;265834210000;10352;Encours
708;0;850;0;08092022;265835200000;10352;Encours
708;0;850;0;08092022;265836220000;10352;Encours
708;0;850;0;08092022;265937210000;10352;Encours
708;0;850;0;08092022;265938230000;10352;Encours
708;0;850;0;08092022;265939220000;10352;Encours
708;0;850;0;08092022;265940250000;10352;Encours
708;0;850;0;08092022;265941440000;10352;Encours
708;0;850;0;08092022;265942210000;10352;Encours
708;0;850;0;08092022;265943230000;10352;Encours
708;0;850;0;08092022;265944210000;10352;Encours
708;0;850;0;08092022;265945230000;10352;Encours
708;0;850;0;08092022;265946220000;10352;Encours
709;0;850;0;08092022;266047230000;10352;Encours
709;0;850;0;08092022;266048220000;10352;Encours
709;0;850;0;08092022;266049260000;10352;Encours
709;0;850;0;08092022;266050210000;10352;Encours
709;0;850;0;08092022;266051250000;10352;Encours
709;0;850;0;08092022;266052220000;10352;Encours
709;0;850;0;08092022;266053240000;10352;Encours
709;0;850;0;08092022;266054230000;10352;Encours
709;0;850;0;08092022;266055210000;10352;Encours
709;0;850;0;08092022;266056210000;10352;Encours
709;0;850;0;08092022;266157220000;10352;Encours
709;0;850;0;08092022;266158230000;10352;Encours
709;0;850;0;08092022;266159210000;10352;Encours
709;0;850;0;08092022;266160230000;10352;Encours
709;0;850;0;08092022;266161220000;10352;Encours
709;0;850;0;08092022;266162230000;10352;Encours
709;0;850;0;08092022;266163220000;10352;Encours
709;0;850;0;08092022;266164220000;10352;Encours
709;0;850;0;08092022;266165210000;10352;Encours
709;0;850;0;08092022;266166230000;10352;Encours
710;0;850;0;08092022;266267220000;10352;Encours
710;0;850;0;08092022;266268210000;10352;Encours
710;0;850;0;08092022;266269220000;10352;Encours
710;0;850;0;08092022;266270200000;10352;Encours
710;0;850;0;08092022;266271250000;10352;Encours
710;0;850;0;08092022;266272230000;10352;Encours
710;0;850;0;08092022;266273230000;10352;Encours
710;0;850;0;08092022;266274240000;10352;Encours
710;0;850;0;08092022;266275220000;10352;Encours
710;0;850;0;08092022;266276210000;10352;Encours
710;0;850;0;08092022;266377250000;10352;Encours
710;0;850;0;08092022;266378240000;10352;Encours
710;0;850;0;08092022;266379220000;10352;Encours
710;0;850;0;08092022;266380230000;10352;Encours
710;0;850;0;08092022;266381220000;10352;Encours
710;0;850;0;08092022;266382230000;10352;Encours
710;0;850;0;08092022;266383210000;10352;Encours
710;0;850;0;08092022;266384240000;10352;Encours
710;0;850;0;08092022;266385220000;10352;Encours
710;0;850;0;08092022;266386210000;10352;Encours
711;0;850;0;08092022;266487240000;10352;Encours
711;0;850;0;08092022;266488220000;10352;Encours
711;0;850;0;08092022;266489210000;10352;Encours
711;0;850;0;08092022;266490260000;10352;Encours
711;0;850;0;08092022;266490260000;10352;Encours
711;0;850;0;08092022;266492200000;10352;Encours
711;0;850;0;08092022;266493220000;10352;Encours
711;0;850;0;08092022;266494210000;10352;Encours
711;0;850;0;08092022;266495230000;10352;Encours
711;0;850;0;08092022;266496210000;10352;Encours
711;0;850;0;08092022;266597220000;10352;Encours
711;0;850;0;08092022;266598230000;10352;Encours
711;0;850;0;08092022;266599230000;10352;Encours
711;0;850;0;08092022;266600210000;10352;Encours
711;0;850;0;08092022;266601230000;10352;Encours
711;0;850;0;08092022;266602220000;10352;Encours
711;0;850;0;08092022;266603220000;10352;Encours
711;0;850;0;08092022;266604210000;10352;Encours
711;0;850;0;08092022;266605230000;10352;Encours
711;0;850;0;08092022;266606210000;10352;Encours
712;0;850;0;08092022;266707230000;10352;Encours
712;0;850;0;08092022;266708210000;10352;Encours
712;0;850;0;08092022;266709240000;10352;Encours
712;0;850;0;08092022;266710220000;10352;Encours
712;0;850;0;08092022;266711230000;10352;Encours
712;0;850;0;08092022;266712220000;10352;Encours
712;0;850;0;08092022;266713210000;10352;Encours
712;0;850;0;08092022;266714230000;10352;Encours
712;0;850;0;08092022;266715220000;10352;Encours
712;0;850;0;08092022;266716220000;10352;Encours
712;0;850;0;08092022;266817230000;10352;Encours
712;0;850;0;08092022;266818220000;10352;Encours
712;0;850;0;08092022;266819260000;10352;Encours
712;0;850;0;08092022;266820210000;10352;Encours
712;0;850;0;08092022;266821230000;10352;Encours
712;0;850;0;08092022;266822220000;10352;Encours
712;0;850;0;08092022;266823230000;10352;Encours
712;0;850;0;08092022;266824220000;10352;Encours
712;0;850;0;08092022;266825240000;10352;Encours
712;0;850;0;08092022;266826250000;10352;Encours
712;0;850;0;08092022;266927220000;10352;Encours
712;0;850;0;08092022;266928220000;10352;Encours
712;0;850;0;08092022;266929210000;10352;Encours
712;0;850;0;08092022;266930230000;10352;Encours
712;0;850;0;08092022;266931240000;10352;Encours
712;0;850;0;08092022;266932230000;10352;Encours
712;0;850;0;08092022;266933220000;10352;Encours
712;0;850;0;08092022;266934220000;10352;Encours
712;0;850;0;08092022;266935210000;10352;Encours
712;0;850;0;08092022;266936230000;10352;Encours
712;0;850;0;08092022;267037260000;10352;Encours
712;0;850;0;08092022;267038230000;10352;Encours
712;0;850;0;08092022;267039210000;10352;Encours
712;0;850;0;08092022;267040250000;10352;Encours
712;0;850;0;08092022;267041350000;10352;Encours
712;0;850;0;08092022;267042210000;10352;Encours
712;0;850;0;08092022;267043220000;10352;Encours
712;0;850;0;08092022;267044210000;10352;Encours
712;0;850;0;08092022;267045210000;10352;Encours
712;0;850;0;08092022;267046200000;10352;Encours
713;0;850;0;08092022;267147210000;10352;Encours
713;0;850;0;08092022;267148230000;10352;Encours
713;0;850;0;08092022;267149210000;10352;Encours
713;0;850;0;08092022;267150230000;10352;Encours
713;0;850;0;08092022;267151210000;10352;Encours
713;0;850;0;08092022;267152230000;10352;Encours
713;0;850;0;08092022;267153210000;10352;Encours
713;0;850;0;08092022;267154230000;10352;Encours
713;0;850;0;08092022;267155210000;10352;Encours
713;0;850;0;08092022;267156230000;10352;Encours
713;0;850;0;08092022;267257220000;10352;Encours
713;0;850;0;08092022;267258220000;10352;Encours
713;0;850;0;08092022;267259230000;10352;Encours
713;0;850;0;08092022;267260210000;10352;Encours
713;0;850;0;08092022;267261230000;10352;Encours
713;0;850;0;08092022;267262210000;10352;Encours
713;0;850;0;08092022;267263230000;10352;Encours
713;0;850;0;08092022;267264220000;10352;Encours
713;0;850;0;08092022;267265220000;10352;Encours
713;0;850;0;08092022;267266210000;10352;Encours
714;0;850;0;08092022;267367230000;10352;Encours
714;0;850;0;08092022;267368210000;10352;Encours
714;0;850;0;08092022;267369220000;10352;Encours
714;0;850;0;08092022;267370210000;10352;Encours
714;0;850;0;08092022;267371260000;10352;Encours
714;0;850;0;08092022;267372210000;10352;Encours
714;0;850;0;08092022;267373220000;10352;Encours
714;0;850;0;08092022;267374210000;10352;Encours
714;0;850;0;08092022;267375230000;10352;Encours
714;0;850;0;08092022;267376210000;10352;Encours
714;0;850;0;08092022;267477210000;10352;Encours
714;0;850;0;08092022;267478220000;10352;Encours
714;0;850;0;08092022;267479200000;10352;Encours
714;0;850;0;08092022;267480230000;10352;Encours
714;0;850;0;08092022;267481240000;10352;Encours
714;0;850;0;08092022;267482230000;10352;Encours
714;0;850;0;08092022;267483210000;10352;Encours
714;0;850;0;08092022;267484230000;10352;Encours
714;0;850;0;08092022;267485210000;10352;Encours
714;0;850;0;08092022;267486220000;10352;Encours
714;0;850;0;08092022;267587230000;10352;Encours
714;0;850;0;08092022;267588220000;10352;Encours
714;0;850;0;08092022;267589200000;10352;Encours
715;0;850;0;08092022;267590250000;10352;Encours
715;0;850;0;08092022;267590250000;10352;Encours
715;0;850;0;08092022;267592230000;10352;Encours
715;0;850;0;08092022;267593220000;10352;Encours
715;0;850;0;08092022;267594240000;10352;Encours
715;0;850;0;08092022;267595240000;10352;Encours
714;0;850;0;08092022;267596230000;10352;Encours
715;0;850;0;08092022;267697240000;10352;Encours
715;0;850;0;08092022;267698230000;10352;Encours
715;0;850;0;08092022;267699230000;10352;Encours
715;0;850;0;08092022;267700220000;10352;Encours
715;0;850;0;08092022;267701240000;10352;Encours
715;0;850;0;08092022;267702230000;10352;Encours
715;0;850;0;08092022;267703250000;10352;Encours
715;0;850;0;08092022;267704230000;10352;Encours
715;0;850;0;08092022;267705240000;10352;Encours
715;0;850;0;08092022;267706250000;10352;Encours
715;0;850;0;08092022;267807250000;10352;Encours
715;0;850;0;08092022;267808240000;10352;Encours
715;0;850;0;08092022;267809220000;10352;Encours
715;0;850;0;08092022;267810230000;10352;Encours
715;0;850;0;08092022;267811250000;10352;Encours
715;0;850;0;08092022;267812220000;10352;Encours
715;0;850;0;08092022;267813230000;10352;Encours
715;0;850;0;08092022;267814210000;10352;Encours
715;0;850;0;08092022;267815220000;10352;Encours
715;0;850;0;08092022;267816220000;10352;Encours
715;0;850;0;08092022;267917250000;10352;Encours
715;0;850;0;08092022;267918240000;10352;Encours
715;0;850;0;08092022;267919260000;10352;Encours
715;0;850;0;08092022;267920230000;10352;Encours
715;0;850;0;08092022;267921250000;10352;Encours
715;0;850;0;08092022;267922210000;10352;Encours
716;0;850;0;08092022;267923260000;10352;Encours
716;0;850;0;08092022;267924240000;10352;Encours
716;0;850;0;08092022;267925230000;10352;Encours
716;0;850;0;08092022;267926250000;10352;Encours
716;0;850;0;08092022;268027220000;10352;Encours
716;0;850;0;08092022;268028220000;10352;Encours
716;0;850;0;08092022;268029220000;10352;Encours
716;0;850;0;08092022;268030210000;10352;Encours
716;0;850;0;08092022;268031250000;10352;Encours
716;0;850;0;08092022;268032220000;10352;Encours
716;0;850;0;08092022;268033220000;10352;Encours
716;0;850;0;08092022;268034210000;10352;Encours
716;0;850;0;08092022;268035230000;10352;Encours
716;0;850;0;08092022;268036210000;10352;Encours
716;0;850;0;08092022;268137210000;10352;Encours
716;0;850;0;08092022;268138230000;10352;Encours
716;0;850;0;08092022;268139240000;10352;Encours
716;0;850;0;08092022;268140240000;10352;Encours
716;0;850;0;08092022;268140240000;10352;Encours
716;0;850;0;08092022;268142220000;10352;Encours
716;0;850;0;08092022;268143220000;10352;Encours
716;0;850;0;08092022;268144210000;10352;Encours
716;0;850;0;08092022;268145230000;10352;Encours
716;0;850;0;08092022;268146220000;10352;Encours
717;0;850;0;08092022;268247230000;10352;Encours
717;0;850;0;08092022;268248230000;10352;Encours
717;0;850;0;08092022;268249230000;10352;Encours
717;0;850;0;08092022;268250210000;10352;Encours
717;0;850;0;08092022;268251240000;10352;Encours
717;0;850;0;08092022;268252230000;10352;Encours
717;0;850;0;08092022;268253220000;10352;Encours
717;0;850;0;08092022;268254230000;10352;Encours
717;0;850;0;08092022;268255220000;10352;Encours
717;0;850;0;08092022;268256220000;10352;Encours
717;0;850;0;08092022;268357210000;10352;Encours
717;0;850;0;08092022;268358230000;10352;Encours
717;0;850;0;08092022;268359220000;10352;Encours
717;0;850;0;08092022;268360220000;10352;Encours
717;0;850;0;08092022;268361230000;10352;Encours
717;0;850;0;08092022;268362220000;10352;Encours
717;0;850;0;08092022;268363210000;10352;Encours
717;0;850;0;08092022;268364230000;10352;Encours
717;0;850;0;08092022;268365220000;10352;Encours
717;0;850;0;08092022;268366220000;10352;Encours
717;0;850;0;08092022;268467220000;10352;Encours
717;0;850;0;08092022;268468210000;10352;Encours
717;0;850;0;08092022;268469220000;10352;Encours
717;0;850;0;08092022;268470210000;10352;Encours
717;0;850;0;08092022;268471250000;10352;Encours
717;0;850;0;08092022;268472220000;10352;Encours
717;0;850;0;08092022;268473230000;10352;Encours
717;0;850;0;08092022;268474220000;10352;Encours
717;0;850;0;08092022;268475230000;10352;Encours
717;0;850;0;08092022;268476220000;10352;Encours
718;0;850;0;08092022;268577220000;10352;Encours
718;0;850;0;08092022;268578230000;10352;Encours
718;0;850;0;08092022;268579230000;10352;Encours
718;0;850;0;08092022;268580220000;10352;Encours
718;0;850;0;08092022;268581220000;10352;Encours
718;0;850;0;08092022;268582210000;10352;Encours
718;0;850;0;08092022;268583240000;10352;Encours
718;0;850;0;08092022;268584220000;10352;Encours
718;0;850;0;08092022;268585230000;10352;Encours
718;0;850;0;08092022;268586210000;10352;Encours
718;0;850;0;08092022;268687230000;10352;Encours
718;0;850;0;08092022;268688210000;10352;Encours
718;0;850;0;08092022;268689230000;10352;Encours
718;0;850;0;08092022;268690220000;10352;Encours
718;0;850;0;08092022;268690220000;10352;Encours
718;0;850;0;08092022;268692230000;10352;Encours
718;0;850;0;08092022;268693220000;10352;Encours
718;0;850;0;08092022;268694230000;10352;Encours
718;0;850;0;08092022;268695220000;10352;Encours
718;0;850;0;08092022;268696250000;10352;Encours
718;0;850;0;08092022;268797230000;10352;Encours
718;0;850;0;08092022;268798210000;10352;Encours
718;0;850;0;08092022;268799220000;10352;Encours
718;0;850;0;08092022;268800210000;10352;Encours
718;0;850;0;08092022;268801240000;10352;Encours
718;0;850;0;08092022;268802240000;10352;Encours
718;0;850;0;08092022;268803220000;10352;Encours
718;0;850;0;08092022;268804240000;10352;Encours
718;0;850;0;08092022;268805230000;10352;Encours
718;0;850;0;08092022;268806210000;10352;Encours
719;0;850;0;08092022;268907200000;10352;Encours
719;0;850;0;08092022;268908230000;10352;Encours
719;0;850;0;08092022;268909230000;10352;Encours
719;0;850;0;08092022;268910220000;10352;Encours
719;0;850;0;08092022;268911240000;10352;Encours
719;0;850;0;08092022;268912230000;10352;Encours
719;0;850;0;08092022;268913210000;10352;Encours
719;0;850;0;08092022;268914210000;10352;Encours
719;0;850;0;08092022;268915210000;10352;Encours
719;0;850;0;08092022;268916220000;10352;Encours
719;0;850;0;08092022;269017220000;10352;Encours
719;0;850;0;08092022;269018210000;10352;Encours
719;0;850;0;08092022;269019230000;10352;Encours
719;0;850;0;08092022;269020220000;10352;Encours
719;0;850;0;08092022;269021230000;10352;Encours
719;0;850;0;08092022;269022220000;10352;Encours
719;0;850;0;08092022;269023220000;10352;Encours
719;0;850;0;08092022;269024210000;10352;Encours
719;0;850;0;08092022;269025240000;10352;Encours
719;0;850;0;08092022;269026220000;10352;Encours
719;0;850;0;08092022;269127230000;10352;Encours
719;0;850;0;08092022;269128230000;10352;Encours
719;0;850;0;08092022;269129210000;10352;Encours
719;0;850;0;08092022;269130220000;10352;Encours
719;0;850;0;08092022;269131240000;10352;Encours
719;0;850;0;08092022;269132220000;10352;Encours
719;0;850;0;08092022;269133210000;10352;Encours
719;0;850;0;08092022;269134230000;10352;Encours
719;0;850;0;08092022;269135220000;10352;Encours
719;0;850;0;08092022;269136220000;10352;Encours
719;0;850;0;08092022;269237230000;10352;Encours
719;0;850;0;08092022;269238220000;10352;Encours
719;0;850;0;08092022;269239220000;10352;Encours
719;0;850;0;08092022;269240210000;10352;Encours
719;0;850;0;08092022;269241330000;10352;Encours
719;0;850;0;08092022;269242210000;10352;Encours
719;0;850;0;08092022;269243200000;10352;Encours
719;0;850;0;08092022;269244230000;10352;Encours
719;0;850;0;08092022;269245210000;10352;Encours
719;0;850;0;08092022;269246230000;10352;Encours
719;0;850;0;08092022;269247220000;10352;Encours
720;0;850;0;08092022;269348220000;10352;Encours
720;0;850;0;08092022;269349220000;10352;Encours
720;0;850;0;08092022;269350210000;10352;Encours
720;0;850;0;08092022;269351220000;10352;Encours
720;0;850;0;08092022;269352210000;10352;Encours
720;0;850;0;08092022;269353220000;10352;Encours
720;0;850;0;08092022;269354210000;10352;Encours
720;0;850;0;08092022;269355230000;10352;Encours
720;0;850;0;08092022;269356220000;10352;Encours
720;0;850;0;08092022;269357210000;10352;Encours
720;0;850;0;08092022;269458210000;10352;Encours
720;0;850;0;08092022;269459230000;10352;Encours
720;0;850;0;08092022;269460220000;10352;Encours
720;0;850;0;08092022;269461240000;10352;Encours
720;0;850;0;08092022;269462220000;10352;Encours
720;0;850;0;08092022;269463240000;10352;Encours
720;0;850;0;08092022;269464220000;10352;Encours
720;0;850;0;08092022;269465230000;10352;Encours
720;0;850;0;08092022;269466220000;10352;Encours
720;0;850;0;08092022;269467240000;10352;Encours
720;0;850;0;08092022;269568230000;10352;Encours
720;0;850;0;08092022;269569210000;10352;Encours
720;0;850;0;08092022;269570240000;10352;Encours
720;0;850;0;08092022;269571240000;10352;Encours
720;0;850;0;08092022;269572210000;10352;Encours
720;0;850;0;08092022;269573210000;10352;Encours
720;0;850;0;08092022;269574200000;10352;Encours
720;0;850;0;08092022;269575220000;10352;Encours
720;0;850;0;08092022;269576250000;10352;Encours
720;0;850;0;08092022;269577220000;10352;Encours
721;0;850;0;08092022;269678220000;10352;Encours
721;0;850;0;08092022;269679210000;10352;Encours
721;0;850;0;08092022;269680230000;10352;Encours
721;0;850;0;08092022;269681230000;10352;Encours
721;0;850;0;08092022;269682240000;10352;Encours
721;0;850;0;08092022;269683210000;10352;Encours
721;0;850;0;08092022;269684230000;10352;Encours
721;0;850;0;08092022;269685220000;10352;Encours
721;0;850;0;08092022;269686220000;10352;Encours
721;0;850;0;08092022;269687210000;10352;Encours
721;0;850;0;08092022;269788220000;10352;Encours
721;0;850;0;08092022;269789210000;10352;Encours
721;0;850;0;08092022;269790220000;10352;Encours
721;0;850;0;08092022;269790220000;10352;Encours
721;0;850;0;08092022;269792230000;10352;Encours
721;0;850;0;08092022;269793220000;10352;Encours
